length,width,curb-weight,engine-size,horsepower,city-mpg,highway-mpg,wheel-base,bore,drive-wheels,price
0.8111484863046613,0.8902777777777777,2548,130,111,21,27,88.6,3.47,rwd,13495.0
0.8111484863046613,0.8902777777777777,2548,130,111,21,27,88.6,3.47,rwd,16500.0
0.8226814031715521,0.9097222222222222,2823,152,154,19,26,94.5,2.68,rwd,16500.0
0.8486304661220567,0.9194444444444444,2337,109,102,24,30,99.8,3.19,fwd,13950.0
0.8486304661220567,0.9222222222222224,2824,136,115,18,22,99.4,3.19,4wd,17450.0
0.8519942335415667,0.9208333333333332,2507,136,110,19,25,99.8,3.19,fwd,15250.0
0.9259971167707832,0.9916666666666668,2844,136,110,19,25,105.8,3.19,fwd,17710.0
0.9259971167707832,0.9916666666666668,2954,136,110,19,25,105.8,3.19,fwd,18920.0
0.9259971167707832,0.9916666666666668,3086,131,140,17,20,105.8,3.13,fwd,23875.0
0.849591542527631,0.8999999999999999,2395,108,101,23,29,101.2,3.5,rwd,16430.0
0.849591542527631,0.8999999999999999,2395,108,101,23,29,101.2,3.5,rwd,16925.0
0.849591542527631,0.8999999999999999,2710,164,121,21,28,101.2,3.31,rwd,20970.0
0.849591542527631,0.8999999999999999,2765,164,121,21,28,101.2,3.31,rwd,21105.0
0.9082172032676598,0.9291666666666668,3055,164,121,20,25,103.5,3.31,rwd,24565.0
0.9082172032676598,0.9291666666666668,3230,209,182,16,22,103.5,3.62,rwd,30760.0
0.9312830370014415,0.9430555555555556,3380,209,182,16,22,103.5,3.62,rwd,41315.0
0.9466602594906296,0.9847222222222224,3505,209,182,15,20,110.0,3.62,rwd,36880.0
0.6780394041326285,0.8374999999999999,1488,61,48,47,53,88.4,2.91,fwd,5151.0
0.7491590581451226,0.8833333333333333,1874,90,70,38,43,94.5,3.03,fwd,6295.0
0.7630946660259491,0.8833333333333333,1909,90,70,38,43,94.5,3.03,fwd,6575.0
0.7558865929841423,0.8861111111111111,1876,90,68,37,41,93.7,2.97,fwd,5572.0
0.7558865929841423,0.8861111111111111,1876,90,68,31,38,93.7,2.97,fwd,6377.0
0.7558865929841423,0.8861111111111111,2128,98,102,24,30,93.7,3.03,fwd,7957.0
0.7558865929841423,0.8861111111111111,1967,90,68,31,38,93.7,2.97,fwd,6229.0
0.7558865929841423,0.8861111111111111,1989,90,68,31,38,93.7,2.97,fwd,6692.0
0.7558865929841423,0.8861111111111111,1989,90,68,31,38,93.7,2.97,fwd,7609.0
0.7558865929841423,0.8861111111111111,2191,98,102,24,30,93.7,3.03,fwd,8558.0
0.8390197020663143,0.8972222222222221,2535,122,88,24,30,103.3,3.34,fwd,8921.0
0.8322921672272945,0.9208333333333332,2811,156,145,19,24,95.9,3.6,fwd,12964.0
0.6948582412301778,0.8875,1713,92,58,49,54,86.6,2.91,fwd,6479.0
0.6948582412301778,0.8875,1819,92,76,31,38,86.6,2.91,fwd,6855.0
0.7208073041806824,0.8888888888888888,1837,79,60,38,42,93.7,2.91,fwd,5399.0
0.7208073041806824,0.8888888888888888,1940,92,76,30,34,93.7,2.91,fwd,6529.0
0.7208073041806824,0.8888888888888888,1956,92,76,30,34,93.7,2.91,fwd,7129.0
0.7851994233541567,0.8888888888888888,2010,92,76,30,34,96.5,2.91,fwd,7295.0
0.754925516578568,0.8875,2024,92,76,30,34,96.5,2.92,fwd,7295.0
0.8049014896684287,0.9055555555555556,2236,110,86,27,33,96.5,3.15,fwd,7895.0
0.8049014896684287,0.9055555555555556,2289,110,86,27,33,96.5,3.15,fwd,9095.0
0.8428640076886112,0.9055555555555556,2304,110,86,27,33,96.5,3.15,fwd,8845.0
0.8428640076886112,0.8680555555555556,2372,110,86,27,33,96.5,3.15,fwd,10295.0
0.8428640076886112,0.9055555555555556,2465,110,101,24,28,96.5,3.15,fwd,12945.0
0.8125901009130225,0.9166666666666666,2293,110,100,25,31,96.5,3.15,fwd,10345.0
0.8202787121576165,0.8583333333333333,2337,111,78,24,29,94.3,3.31,rwd,6785.0
0.8294089380105718,0.9055555555555556,2734,119,90,24,29,96.0,3.43,rwd,11048.0
0.9591542527630946,0.9666666666666666,4066,258,176,15,19,113.0,3.63,rwd,32250.0
0.9591542527630946,0.9666666666666666,4066,258,176,15,19,113.0,3.63,rwd,35550.0
0.921191734742912,0.9805555555555556,3950,326,262,13,17,102.0,3.54,rwd,36000.0
0.7645362806343105,0.8916666666666667,1890,91,68,30,31,93.1,3.03,fwd,5195.0
0.7645362806343105,0.8916666666666667,1900,91,68,31,38,93.1,3.03,fwd,6095.0
0.7645362806343105,0.8916666666666667,1905,91,68,31,38,93.1,3.03,fwd,6795.0
0.8015377222489188,0.8916666666666667,1945,91,68,31,38,93.1,3.03,fwd,6695.0
0.8015377222489188,0.8916666666666667,1950,91,68,31,38,93.1,3.08,fwd,7395.0
0.8121095627102355,0.9125,2380,70,101,17,23,95.3,3.33,rwd,10945.0
0.8121095627102355,0.9125,2380,70,101,17,23,95.3,3.33,rwd,11845.0
0.8121095627102355,0.9125,2385,70,101,17,23,95.3,3.33,rwd,13645.0
0.8121095627102355,0.9125,2500,80,135,16,23,95.3,3.33,rwd,15645.0
0.8543969245555022,0.9236111111111112,2385,122,84,26,32,98.8,3.39,fwd,8845.0
0.8543969245555022,0.9236111111111112,2410,122,84,26,32,98.8,3.39,fwd,8495.0
0.8543969245555022,0.9236111111111112,2385,122,84,26,32,98.8,3.39,fwd,10595.0
0.8543969245555022,0.9236111111111112,2410,122,84,26,32,98.8,3.39,fwd,10245.0
0.8543969245555022,0.9236111111111112,2443,122,64,36,42,98.8,3.39,fwd,10795.0
0.8543969245555022,0.9236111111111112,2425,122,84,26,32,98.8,3.39,fwd,11245.0
0.8409418548774628,0.9180555555555556,2670,140,120,19,27,104.9,3.76,rwd,18280.0
0.8409418548774628,0.9180555555555556,2700,134,72,31,39,104.9,3.43,rwd,18344.0
0.9173474291206152,0.9763888888888888,3515,183,123,22,25,110.0,3.58,rwd,25552.0
0.9173474291206152,0.9763888888888888,3750,183,123,22,25,110.0,3.58,rwd,28248.0
0.9010091302258528,0.9763888888888888,3495,183,123,22,25,106.7,3.58,rwd,28176.0
0.9735703988467084,0.9958333333333332,3770,183,123,22,25,115.6,3.58,rwd,31600.0
0.9735703988467084,0.9958333333333332,3740,234,155,16,18,115.6,3.46,rwd,34184.0
0.8664103796251803,0.9791666666666666,3685,234,155,16,18,96.6,3.46,rwd,35056.0
1.0,0.9958333333333332,3900,308,184,14,16,120.9,3.8,rwd,40960.0
0.957232099951946,1.0,3715,304,184,14,16,112.0,3.8,rwd,45400.0
0.857280153772225,0.9444444444444444,2910,140,175,19,24,102.7,3.78,rwd,16503.0
0.7558865929841423,0.8944444444444445,1918,92,68,37,41,93.7,2.97,fwd,5389.0
0.7558865929841423,0.8944444444444445,1944,92,68,31,38,93.7,2.97,fwd,6189.0
0.7558865929841423,0.8944444444444445,2004,92,68,31,38,93.7,2.97,fwd,6669.0
0.7558865929841423,0.8861111111111111,2145,98,102,24,30,93.0,3.03,fwd,7689.0
0.8313310908217203,0.9083333333333334,2370,110,116,23,30,96.3,3.17,fwd,9959.0
0.8313310908217203,0.9083333333333334,2328,122,88,25,32,96.3,3.35,fwd,8499.0
0.8322921672272945,0.9208333333333332,2833,156,145,19,24,95.9,3.58,fwd,12629.0
0.8322921672272945,0.9208333333333332,2921,156,145,19,24,95.9,3.59,fwd,14869.0
0.8322921672272945,0.9208333333333332,2926,156,145,19,24,95.9,3.59,fwd,14489.0
0.8284478616049976,0.9083333333333334,2365,122,88,25,32,96.3,3.35,fwd,6989.0
0.8284478616049976,0.9083333333333334,2405,122,88,25,32,96.3,3.35,fwd,8189.0
0.8284478616049976,0.9083333333333334,2403,110,116,23,30,96.3,3.17,fwd,9279.0
0.8284478616049976,0.9083333333333334,2403,110,116,23,30,96.3,3.17,fwd,9279.0
0.794329649207112,0.8861111111111111,1889,97,69,31,37,94.5,3.15,fwd,5499.0
0.794329649207112,0.8861111111111111,2017,103,55,45,50,94.5,2.99,fwd,7099.0
0.794329649207112,0.8861111111111111,1918,97,69,31,37,94.5,3.15,fwd,6649.0
0.794329649207112,0.8861111111111111,1938,97,69,31,37,94.5,3.15,fwd,6849.0
0.8178760211436809,0.8861111111111111,2024,97,69,31,37,94.5,3.15,fwd,7349.0
0.794329649207112,0.8861111111111111,1951,97,69,31,37,94.5,3.15,fwd,7299.0
0.7957712638154734,0.8861111111111111,2028,97,69,31,37,94.5,3.15,fwd,7799.0
0.794329649207112,0.8861111111111111,1971,97,69,31,37,94.5,3.15,fwd,7499.0
0.8178760211436809,0.8861111111111111,2037,97,69,31,37,94.5,3.15,fwd,7999.0
0.7803940413262855,0.8861111111111111,2008,97,69,31,37,95.1,3.15,fwd,8249.0
0.8332532436328689,0.9055555555555556,2324,120,97,27,34,97.2,3.33,fwd,8949.0
0.8332532436328689,0.9055555555555556,2302,120,97,27,34,97.2,3.33,fwd,9549.0
0.8731379144641999,0.9236111111111112,3095,181,152,17,22,100.4,3.43,fwd,13499.0
0.8870735223450265,0.9236111111111112,3296,181,152,17,22,100.4,3.43,fwd,14399.0
0.8870735223450265,0.9236111111111112,3060,181,152,19,25,100.4,3.43,fwd,13499.0
0.8202787121576165,0.9430555555555556,3071,181,160,19,25,91.3,3.43,rwd,17199.0
0.8202787121576165,0.9430555555555556,3139,181,200,17,23,91.3,3.43,rwd,19699.0
0.857760691975012,0.9430555555555556,3139,181,160,19,25,99.2,3.43,rwd,18399.0
0.897164824603556,0.95,3020,120,97,19,24,107.9,3.46,rwd,11900.0
0.897164824603556,0.95,3197,152,95,28,33,107.9,3.7,rwd,13200.0
0.9557904853435848,0.95,3230,120,97,19,24,114.2,3.46,rwd,12440.0
0.9557904853435848,0.95,3430,152,95,25,25,114.2,3.7,rwd,13860.0
0.897164824603556,0.95,3075,120,95,19,24,107.9,3.46,rwd,15580.0
0.897164824603556,0.95,3252,152,95,28,33,107.9,3.7,rwd,16900.0
0.9557904853435848,0.95,3285,120,95,19,24,114.2,3.46,rwd,16695.0
0.9557904853435848,0.95,3485,152,95,25,25,114.2,3.7,rwd,17075.0
0.897164824603556,0.95,3075,120,97,19,24,107.9,3.46,rwd,16630.0
0.897164824603556,0.95,3252,152,95,28,33,107.9,3.7,rwd,17950.0
0.897164824603556,0.9486111111111112,3130,134,142,18,24,108.0,3.61,rwd,18150.0
0.7558865929841423,0.8861111111111111,1918,90,68,37,41,93.7,2.97,fwd,5572.0
0.7558865929841423,0.8861111111111111,2128,98,102,24,30,93.7,3.03,fwd,7957.0
0.7558865929841423,0.8861111111111111,1967,90,68,31,38,93.7,2.97,fwd,6229.0
0.8039404132628545,0.8861111111111111,1989,90,68,31,38,93.7,2.97,fwd,6692.0
0.8039404132628545,0.8861111111111111,2191,98,68,31,38,93.7,2.97,fwd,7609.0
0.8390197020663143,0.8972222222222221,2535,122,88,24,30,103.3,3.35,fwd,8921.0
0.8322921672272945,0.9208333333333332,2818,156,145,19,24,95.9,3.59,rwd,12764.0
0.8116290245074483,0.9486111111111112,2778,151,143,19,27,94.5,3.94,rwd,22018.0
0.8116290245074483,0.9027777777777778,2756,194,207,17,25,89.5,3.74,rwd,32528.0
0.8116290245074483,0.9027777777777778,2756,194,207,17,25,89.5,3.74,rwd,34028.0
0.8116290245074483,0.9027777777777778,2800,194,207,17,25,89.5,3.74,rwd,37028.0
0.8721768380586257,0.9236111111111112,2579,132,104,23,31,96.1,3.46,fwd,9295.0
0.849591542527631,0.925,2460,132,104,23,31,96.1,3.46,fwd,9895.0
0.8966842864007688,0.9236111111111112,2658,121,110,21,28,99.1,3.54,fwd,11850.0
0.8966842864007688,0.9236111111111112,2695,121,110,21,28,99.1,3.54,fwd,12170.0
0.8966842864007688,0.9236111111111112,2707,121,110,21,28,99.1,2.54,fwd,15040.0
0.8966842864007688,0.9236111111111112,2758,121,110,21,28,99.1,3.54,fwd,15510.0
0.8966842864007688,0.9236111111111112,2808,121,160,19,26,99.1,3.54,fwd,18150.0
0.8966842864007688,0.9236111111111112,2847,121,160,19,26,99.1,3.54,fwd,18620.0
0.7539644401729938,0.8805555555555555,2050,97,69,31,36,93.7,3.62,fwd,5118.0
0.758769822200865,0.8833333333333333,2120,108,73,26,31,93.7,3.62,fwd,7053.0
0.7558865929841423,0.8861111111111111,2240,108,73,26,31,93.3,3.62,4wd,7603.0
0.8265257087938491,0.9083333333333334,2145,108,82,32,37,97.2,3.62,fwd,7126.0
0.8265257087938491,0.9083333333333334,2190,108,82,28,33,97.2,3.62,fwd,7775.0
0.8265257087938491,0.9083333333333334,2340,108,94,26,32,97.2,3.62,fwd,9960.0
0.8265257087938491,0.9083333333333334,2385,108,82,24,25,97.0,3.62,4wd,9233.0
0.8265257087938491,0.9083333333333334,2510,108,111,24,29,97.0,3.62,4wd,11259.0
0.8337337818356559,0.9083333333333334,2290,108,82,28,32,97.0,3.62,fwd,7463.0
0.8337337818356559,0.9083333333333334,2455,108,94,25,31,97.0,3.62,fwd,10198.0
0.8342143200384431,0.9083333333333334,2420,108,82,23,29,96.9,3.62,4wd,8013.0
0.8342143200384431,0.9083333333333334,2650,108,111,23,23,96.9,3.62,4wd,11694.0
0.762614127823162,0.8833333333333333,1985,92,62,35,39,95.7,3.05,fwd,5348.0
0.762614127823162,0.8833333333333333,2040,92,62,31,38,95.7,3.05,fwd,6338.0
0.762614127823162,0.8833333333333333,2015,92,62,31,38,95.7,3.05,fwd,6488.0
0.8154733301297453,0.8833333333333333,2280,92,62,31,37,95.7,3.05,fwd,6918.0
0.8154733301297453,0.8833333333333333,2290,92,62,27,32,95.7,3.05,4wd,7898.0
0.8154733301297453,0.8833333333333333,3110,92,62,27,32,95.7,3.05,4wd,8778.0
0.7991350312349833,0.8944444444444445,2081,98,70,30,37,95.7,3.19,fwd,6938.0
0.7991350312349833,0.8944444444444445,2109,98,70,30,37,95.7,3.19,fwd,7198.0
0.7991350312349833,0.8944444444444445,2275,110,56,34,36,95.7,3.27,fwd,7898.0
0.7991350312349833,0.8944444444444445,2275,110,56,38,47,95.7,3.27,fwd,7788.0
0.7991350312349833,0.8944444444444445,2094,98,70,38,47,95.7,3.19,fwd,7738.0
0.7991350312349833,0.8944444444444445,2122,98,70,28,34,95.7,3.19,fwd,8358.0
0.7991350312349833,0.8944444444444445,2140,98,70,28,34,95.7,3.19,fwd,9258.0
0.810667948101874,0.8888888888888888,2169,98,70,29,34,94.5,3.19,rwd,8058.0
0.810667948101874,0.8888888888888888,2204,98,70,29,34,94.5,3.19,rwd,8238.0
0.810667948101874,0.8888888888888888,2265,98,112,26,29,94.5,3.24,rwd,9298.0
0.810667948101874,0.8888888888888888,2300,98,112,26,29,94.5,3.24,rwd,9538.0
0.8467083133109082,0.911111111111111,2540,146,116,24,30,98.4,3.62,rwd,8449.0
0.8467083133109082,0.911111111111111,2536,146,116,24,30,98.4,3.62,rwd,9639.0
0.8467083133109082,0.911111111111111,2551,146,116,24,30,98.4,3.62,rwd,9989.0
0.8467083133109082,0.911111111111111,2679,146,116,24,30,98.4,3.62,rwd,11199.0
0.8467083133109082,0.911111111111111,2714,146,116,24,30,98.4,3.62,rwd,11549.0
0.8467083133109082,0.911111111111111,2975,146,116,24,30,98.4,3.62,rwd,17669.0
0.8438250840941854,0.9236111111111112,2326,122,92,29,34,102.4,3.31,fwd,8948.0
0.8438250840941854,0.9236111111111112,2480,110,73,30,33,102.4,3.27,fwd,10698.0
0.8438250840941854,0.9236111111111112,2414,122,92,27,32,102.4,3.31,fwd,9988.0
0.8438250840941854,0.9236111111111112,2414,122,92,27,32,102.4,3.31,fwd,10898.0
0.8438250840941854,0.9236111111111112,2458,122,92,27,32,102.4,3.31,fwd,11248.0
0.8817876021143681,0.9402777777777778,2976,171,161,20,24,102.9,3.27,rwd,16558.0
0.8817876021143681,0.9402777777777778,3016,171,161,19,24,102.9,3.27,rwd,15998.0
0.9024507448342144,0.9236111111111112,3131,171,156,20,24,104.5,3.27,rwd,15690.0
0.9024507448342144,0.9236111111111112,3151,161,156,19,24,104.5,3.27,rwd,15750.0
0.8250840941854877,0.9097222222222222,2261,97,52,37,46,97.3,3.01,fwd,7775.0
0.8250840941854877,0.9097222222222222,2209,109,85,27,34,97.3,3.19,fwd,7975.0
0.8250840941854877,0.9097222222222222,2264,97,52,37,46,97.3,3.01,fwd,7995.0
0.8250840941854877,0.9097222222222222,2212,109,85,27,34,97.3,3.19,fwd,8195.0
0.8250840941854877,0.9097222222222222,2275,109,85,27,34,97.3,3.19,fwd,8495.0
0.8250840941854877,0.9097222222222222,2319,97,68,37,42,97.3,3.01,fwd,9495.0
0.8250840941854877,0.9097222222222222,2300,109,100,26,32,97.3,3.19,fwd,9995.0
0.7654973570398848,0.8916666666666667,2254,109,90,24,29,94.5,3.19,fwd,11595.0
0.7962518020182604,0.8888888888888888,2221,109,90,24,29,94.5,3.19,fwd,9980.0
0.865929841422393,0.9291666666666668,2661,136,110,19,24,100.4,3.19,fwd,13295.0
0.865929841422393,0.9291666666666668,2579,97,68,33,38,100.4,3.01,fwd,13845.0
0.8798654493032196,0.9291666666666668,2563,109,88,25,31,100.4,3.19,fwd,12290.0
0.9072561268620856,0.9333333333333332,2912,141,114,23,28,104.3,3.78,rwd,12940.0
0.9072561268620856,0.9333333333333332,3034,141,114,23,28,104.3,3.78,rwd,13415.0
0.9072561268620856,0.9333333333333332,2935,141,114,24,28,104.3,3.78,rwd,15985.0
0.9072561268620856,0.9333333333333332,3042,141,114,24,28,104.3,3.78,rwd,16515.0
0.9072561268620856,0.9333333333333332,3045,130,162,17,22,104.3,3.62,rwd,18420.0
0.9072561268620856,0.9333333333333332,3157,130,162,17,22,104.3,3.62,rwd,18950.0
0.9072561268620856,0.9569444444444444,2952,141,114,23,28,109.1,3.78,rwd,16845.0
0.9072561268620856,0.9555555555555556,3049,141,160,19,25,109.1,3.78,rwd,19045.0
0.9072561268620856,0.9569444444444444,3012,173,134,18,23,109.1,3.58,rwd,21485.0
0.9072561268620856,0.9569444444444444,3217,145,106,26,27,109.1,3.01,rwd,22470.0
0.9072561268620856,0.9569444444444444,3062,141,114,19,25,109.1,3.78,rwd,22625.0
